X [],R.RA: EMG 1 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.ES: EMG 2 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.IL: EMG 3 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.GMax: EMG 4 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.RF: EMG 5 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.BF: EMG 6 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.TA&IO: EMG 7 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS [],R.MF: EMG 8 (from SF8_Back_Tuck_Somersault_Rep_6.10) ->Filter->RMS []
2.54,0.036326697,0.01227602,0.16970684,0.021523096,0.013447338,0.047601476,0.268943724,0.036559618
2.55,0.036326697,0.012199771,0.170358306,0.021672909,0.013447338,0.047693727,0.267599005,0.035448383
2.56,0.036326697,0.011971026,0.169055375,0.021423221,0.013369608,0.048062731,0.275667317,0.034781642
2.57,0.036082893,0.01174228,0.16742671,0.021523096,0.013214147,0.048062731,0.267599005,0.034670519
2.58,0.035514019,0.011666031,0.168078176,0.021423221,0.013291877,0.048154982,0.267599005,0.034559396
2.59,0.035026412,0.011437286,0.171335505,0.021523096,0.013369608,0.048154982,0.268943724,0.034559396
2.6,0.035026412,0.011361037,0.170032573,0.021672909,0.013369608,0.048062731,0.270288442,0.034670519
2.61,0.034945144,0.011437286,0.170032573,0.021772784,0.013369608,0.04797048,0.272977879,0.034892766
2.62,0.034701341,0.011361037,0.171986971,0.021672909,0.013136417,0.047878229,0.270288442,0.034448272
2.63,0.034457538,0.011437286,0.171986971,0.021473159,0.012825496,0.047878229,0.267599005,0.034337149
2.64,0.033969931,0.011437286,0.172312704,0.021423221,0.012747765,0.047878229,0.270288442,0.034670519
2.65,0.033563592,0.011361037,0.173941368,0.021373283,0.012747765,0.047878229,0.272977879,0.034559396
2.66,0.034863877,0.011437286,0.173941368,0.021373283,0.012747765,0.047693727,0.271633161,0.034670519
2.67,0.034945144,0.011437286,0.173289902,0.021273408,0.012747765,0.047601476,0.274322598,0.033892655
2.68,0.035676554,0.011437286,0.173615635,0.021273408,0.012747765,0.047509225,0.271633161,0.033781531
2.69,0.035351483,0.011437286,0.170684039,0.021223471,0.012747765,0.047416974,0.270288442,0.033892655
2.7,0.034945144,0.011513534,0.170032573,0.021273408,0.012670035,0.047324723,0.270288442,0.033337037
2.71,0.034701341,0.011132291,0.171661238,0.021373283,0.012203653,0.047324723,0.268943724,0.033225914
2.72,0.034295002,0.011056043,0.171335505,0.021373283,0.011970463,0.047324723,0.268943724,0.033003667
2.73,0.033563592,0.010903546,0.168078176,0.021273408,0.011970463,0.047232472,0.272977879,0.032892544
2.74,0.033482324,0.010751048,0.168403909,0.02102372,0.012048193,0.047140221,0.271633161,0.032670297
2.75,0.033401057,0.010751048,0.168403909,0.02082397,0.011815002,0.047232472,0.271633161,0.03278142
2.76,0.033075985,0.010979794,0.169381108,0.021073658,0.011892732,0.047232472,0.271633161,0.032559173
2.77,0.032832182,0.010979794,0.169381108,0.02082397,0.011892732,0.047324723,0.271633161,0.031892433
2.78,0.032750914,0.010979794,0.168729642,0.02082397,0.011892732,0.047324723,0.271633161,0.032003556
2.79,0.032588379,0.010979794,0.168078176,0.020973783,0.011892732,0.047232472,0.271633161,0.031892433
2.8,0.031938237,0.011056043,0.16742671,0.02102372,0.012048193,0.047416974,0.266254286,0.033337037
2.81,0.031775701,0.011056043,0.165798046,0.021073658,0.012125923,0.047416974,0.264909568,0.033337037
2.82,0.033238521,0.010979794,0.163192182,0.020923845,0.012125923,0.047416974,0.264909568,0.032114679
2.83,0.033969931,0.010979794,0.160260586,0.020873908,0.012203653,0.047509225,0.26222013,0.031447939
2.84,0.033482324,0.010903546,0.164169381,0.020774033,0.012125923,0.047693727,0.263564849,0.031225692
2.85,0.033401057,0.010903546,0.167100977,0.021373283,0.012359114,0.047601476,0.274322598,0.031225692
2.86,0.03291345,0.010903546,0.169055375,0.02227216,0.012436844,0.047693727,0.272977879,0.031670186
2.87,0.032832182,0.0106748,0.16970684,0.022821473,0.012514574,0.047509225,0.271633161,0.032670297
2.88,0.032994718,0.010598551,0.169381108,0.022821473,0.012436844,0.047509225,0.270288442,0.032559173
2.89,0.03291345,0.010446054,0.161237785,0.02247191,0.012514574,0.047509225,0.260875412,0.031003445
2.9,0.032750914,0.010217308,0.160912052,0.022322097,0.012281384,0.047601476,0.260875412,0.030781198
2.91,0.032669647,0.010064811,0.157654723,0.022421973,0.012203653,0.047140221,0.258185975,0.030558951
2.92,0.032507111,0.010064811,0.158306189,0.021922597,0.012281384,0.047140221,0.256841256,0.030558951
2.93,0.032507111,0.01014106,0.155374593,0.022122347,0.012203653,0.044741697,0.256841256,0.030336704
2.94,0.032344575,0.009988563,0.154071661,0.022521848,0.012203653,0.039575646,0.256841256,0.030225581
2.95,0.032344575,0.009988563,0.153745928,0.02267166,0.012203653,0.038745388,0.256841256,0.030114457
2.96,0.031938237,0.009988563,0.152117264,0.022621723,0.012436844,0.038653137,0.251462382,0.030336704
2.97,0.032019504,0.010064811,0.151140065,0.022372035,0.012436844,0.038099631,0.248772944,0.02989221
2.98,0.030556684,0.010064811,0.149511401,0.022322097,0.012436844,0.024630996,0.248772944,0.028780976
2.99,0.02998781,0.009454823,0.150814332,0.022421973,0.012436844,0.02398524,0.251462382,0.027336371
3,0.029825274,0.00907358,0.150488599,0.022621723,0.012436844,0.023339483,0.251462382,0.02666963
3.01,0.029825274,0.008844834,0.146254072,0.022721598,0.012436844,0.022601476,0.246083507,0.026558507
3.02,0.029825274,0.008844834,0.146254072,0.022721598,0.012359114,0.021863469,0.246083507,0.026558507
3.03,0.029744007,0.008844834,0.146254072,0.022771536,0.012359114,0.02195572,0.247428226,0.026447383
3.04,0.029662739,0.008844834,0.148859935,0.022921348,0.012281384,0.022232472,0.248772944,0.026558507
3.05,0.02998781,0.008844834,0.147882736,0.022721598,0.012359114,0.022509225,0.24339407,0.026558507
3.06,0.030150345,0.008844834,0.146579805,0.022621723,0.012359114,0.021678967,0.23398104,0.026558507
3.07,0.030475417,0.008768586,0.146254072,0.022421973,0.012436844,0.021863469,0.235325758,0.026558507
3.08,0.030800488,0.008768586,0.145602606,0.022322097,0.012281384,0.021771218,0.235325758,0.026114013
3.09,0.030637952,0.008692337,0.147557003,0.022172285,0.012203653,0.02195572,0.236670477,0.025891766
3.1,0.030312881,0.008692337,0.14723127,0.021972534,0.012203653,0.022140221,0.23398104,0.025558395
3.11,0.030069078,0.008616088,0.14723127,0.021822722,0.012203653,0.022140221,0.228602165,0.025113902
3.12,0.030150345,0.008616088,0.14495114,0.021872659,0.012125923,0.022140221,0.227257446,0.024891655
3.13,0.030312881,0.00853984,0.144299674,0.021972534,0.012203653,0.022416974,0.224568009,0.024669408
3.14,0.030556684,0.00853984,0.142996743,0.022022472,0.012203653,0.022416974,0.219189135,0.023669297
3.15,0.030475417,0.00853984,0.141693811,0.022022472,0.012125923,0.022416974,0.216499697,0.023669297
3.16,0.029093864,0.008463591,0.142996743,0.022022472,0.012125923,0.022416974,0.219189135,0.023558173
3.17,0.028850061,0.008387343,0.14267101,0.021972534,0.012125923,0.022416974,0.209776104,0.023335926
3.18,0.027874848,0.008387343,0.14039088,0.021972534,0.012203653,0.022416974,0.208431386,0.023224803
3.19,0.02779358,0.008387343,0.139739414,0.021972534,0.012281384,0.022232472,0.207086667,0.022891432
3.2,0.027874848,0.008311094,0.138762215,0.022022472,0.012436844,0.022232472,0.208431386,0.022669186
3.21,0.028118651,0.008311094,0.135504886,0.022172285,0.012592305,0.022232472,0.205741949,0.022669186
3.22,0.028443722,0.008082349,0.135830619,0.022621723,0.012747765,0.022232472,0.207086667,0.022558062
3.23,0.02852499,0.0080061,0.135179153,0.022571785,0.012747765,0.022416974,0.203052511,0.022446939
3.24,0.028362454,0.007929851,0.139413681,0.022521848,0.012747765,0.022324723,0.200363074,0.022113568
3.25,0.028281187,0.007853603,0.139413681,0.022322097,0.012825496,0.022140221,0.200363074,0.021891321
3.26,0.028362454,0.007624857,0.138762215,0.022122347,0.012747765,0.022140221,0.201707793,0.021780198
3.27,0.028281187,0.007518109,0.139413681,0.022322097,0.012825496,0.022140221,0.203052511,0.021557951
3.28,0.028199919,0.007434236,0.139413681,0.022222222,0.012747765,0.022232472,0.199018355,0.02089121
3.29,0.028606258,0.007365612,0.138436482,0.022821473,0.012747765,0.022324723,0.196328918,0.020668963
3.3,0.029418935,0.007121617,0.138110749,0.023270911,0.012670035,0.022140221,0.196328918,0.018335371
3.31,0.029662739,0.007098742,0.139413681,0.023670412,0.012670035,0.022232472,0.199018355,0.018335371
3.32,0.027874848,0.007060618,0.139739414,0.023620474,0.012670035,0.022140221,0.201707793,0.018335371
3.33,0.026899634,0.007052993,0.140065147,0.023620474,0.012747765,0.022140221,0.201707793,0.018335371
3.34,0.026737099,0.007045368,0.135179153,0.023570537,0.012980956,0.021678967,0.199018355,0.018335371
3.35,0.026655831,0.007052993,0.13029316,0.022971286,0.012747765,0.021863469,0.185571169,0.018113124
3.36,0.026493295,0.007030118,0.127035831,0.021722846,0.012747765,0.021678967,0.185571169,0.017557506
3.37,0.026899634,0.00693862,0.126384365,0.021173533,0.012825496,0.021586716,0.185571169,0.014890543
3.38,0.026818367,0.006900496,0.126384365,0.021123596,0.012903226,0.021771218,0.186915888,0.014557173
3.39,0.027143438,0.006450629,0.130618893,0.021722846,0.013058686,0.021771218,0.185571169,0.013890432
3.4,0.027143438,0.006435379,0.134527687,0.02247191,0.013214147,0.021771218,0.186915888,0.013890432
3.41,0.02706217,0.006435379,0.134201954,0.022621723,0.013291877,0.021771218,0.188260607,0.013779309
3.42,0.026818367,0.006130385,0.131921824,0.022521848,0.013214147,0.021494465,0.189605325,0.012890321
3.43,0.026655831,0.005863515,0.130618893,0.021972534,0.013214147,0.020848709,0.190950044,0.013112568
3.44,0.026655831,0.005977888,0.131270358,0.021423221,0.013369608,0.020202952,0.190950044,0.013223692
3.45,0.026737099,0.00613801,0.132247557,0.021223471,0.013369608,0.020387454,0.192294762,0.013445938
3.46,0.028606258,0.006313382,0.132247557,0.021223471,0.013214147,0.020571956,0.189605325,0.013445938
3.47,0.029662739,0.006260008,0.132247557,0.021273408,0.013136417,0.020571956,0.190950044,0.013223692
3.48,0.029906542,0.006237133,0.132247557,0.021223471,0.013214147,0.020664207,0.190950044,0.012779198
3.49,0.029906542,0.006282882,0.130944625,0.021223471,0.013136417,0.020571956,0.193639481,0.012779198
3.5,0.029581471,0.00640488,0.132899023,0.020973783,0.013214147,0.020664207,0.196328918,0.012890321
3.51,0.029418935,0.006473504,0.132899023,0.02082397,0.013214147,0.020756458,0.197673637,0.013001445
3.52,0.029500203,0.006572627,0.133550489,0.020873908,0.013214147,0.020664207,0.197673637,0.013334815
3.53,0.029418935,0.006618376,0.133550489,0.020574282,0.013291877,0.020571956,0.196328918,0.013890432
3.54,0.029662739,0.006587877,0.128013029,0.020074906,0.013369608,0.021125461,0.1949842,0.014557173
3.55,0.029337668,0.006626001,0.128338762,0.020973783,0.013369608,0.022601476,0.196328918,0.015001667
3.56,0.029093864,0.006725124,0.129315961,0.02411985,0.013291877,0.023062731,0.197673637,0.015668408
3.57,0.02852499,0.006877621,0.130618893,0.028614232,0.013291877,0.023154982,0.192294762,0.016890766
3.58,0.02852499,0.006930995,0.13029316,0.030212235,0.013447338,0.023247233,0.189605325,0.017001889
3.59,0.02852499,0.006976744,0.123127036,0.030461923,0.013447338,0.023247233,0.186915888,0.019002111
3.6,0.029093864,0.007243614,0.125407166,0.030611735,0.013369608,0.048708487,0.188260607,0.019668852
3.61,0.029418935,0.007258864,0.125732899,0.031660425,0.013369608,0.074723247,0.188260607,0.019668852
3.62,0.029337668,0.007929851,0.127687296,0.032709114,0.013369608,0.096863469,0.190950044,0.024002667
3.63,0.029337668,0.010446054,0.128338762,0.034456929,0.013525068,0.104243542,0.1949842,0.02666963
3.64,0.029337668,0.01441098,0.135179153,0.034756554,0.013680529,0.106088561,0.200363074,0.030336704
3.65,0.029093864,0.016622188,0.134527687,0.03485643,0.013758259,0.108856089,0.203052511,0.036670741
3.66,0.028931329,0.017842166,0.13257329,0.035006242,0.013758259,0.111623616,0.199018355,0.036892988
3.67,0.028768793,0.022340831,0.132247557,0.035405743,0.013835989,0.114391144,0.199018355,0.038115346
3.68,0.028768793,0.023332063,0.133876222,0.035755306,0.013680529,0.11900369,0.200363074,0.03822647
3.69,0.028687525,0.026763248,0.138762215,0.036054931,0.013602798,0.126383764,0.200363074,0.038782087
3.7,0.028850061,0.028364468,0.139413681,0.036853933,0.013525068,0.129151292,0.200363074,0.042782531
3.71,0.028931329,0.030575677,0.139413681,0.037203496,0.013291877,0.130073801,0.201707793,0.047005223
3.72,0.028931329,0.033320625,0.141368078,0.037003745,0.013214147,0.133763838,0.203052511,0.050227803
3.73,0.0292564,0.035379337,0.141368078,0.037053683,0.013136417,0.137453875,0.20439723,0.061006779
3.74,0.029337668,0.039344262,0.136807818,0.037003745,0.013136417,0.145756458,0.203052511,0.062229137
3.75,0.029906542,0.043995425,0.138762215,0.037003745,0.013058686,0.149446495,0.20439723,0.064673853
3.76,0.032344575,0.045825391,0.14723127,0.036953808,0.013136417,0.151291513,0.215154979,0.06556284
3.77,0.032588379,0.048570339,0.147557003,0.036754057,0.013136417,0.154059041,0.219189135,0.065785087
3.78,0.032832182,0.049866565,0.146579805,0.036754057,0.013058686,0.155904059,0.217844416,0.066674075
3.79,0.032832182,0.050552802,0.148208469,0.036254682,0.013136417,0.155904059,0.229946884,0.068229803
3.8,0.03291345,0.052840259,0.150814332,0.035905119,0.013214147,0.155904059,0.23398104,0.070896766
3.81,0.032832182,0.059473885,0.152117264,0.035655431,0.013214147,0.155904059,0.231291602,0.075008334
3.82,0.032832182,0.060388868,0.152442997,0.035605493,0.013136417,0.155904059,0.228602165,0.076230692
3.83,0.033888663,0.065726268,0.153094463,0.035655431,0.013136417,0.155904059,0.229946884,0.078119791
3.84,0.033969931,0.068318719,0.153420195,0.035655431,0.013058686,0.157749078,0.231291602,0.078342038
3.85,0.03437627,0.070148685,0.154071661,0.035605493,0.013291877,0.158671587,0.232636321,0.079008779
3.86,0.034457538,0.07091117,0.154723127,0.035555556,0.013525068,0.158671587,0.236670477,0.079564396
3.87,0.035270215,0.071597408,0.155374593,0.03525593,0.013602798,0.158671587,0.242049351,0.080120013
3.88,0.036082893,0.073884865,0.155700326,0.03525593,0.013758259,0.158671587,0.240704633,0.080564507
3.89,0.037139374,0.074952345,0.152442997,0.034906367,0.013602798,0.159594096,0.242049351,0.083120347
3.9,0.037383178,0.075791079,0.149185668,0.034406991,0.013602798,0.159594096,0.24339407,0.08578731
3.91,0.037708249,0.077011056,0.149511401,0.034207241,0.013525068,0.159594096,0.242049351,0.088454273
3.92,0.038602194,0.078536027,0.149511401,0.034157303,0.013525068,0.159594096,0.242049351,0.091232359
3.93,0.040065014,0.078536027,0.149185668,0.034157303,0.013758259,0.158671587,0.242049351,0.092343594
3.94,0.040471353,0.079298513,0.150162866,0.034157303,0.014302371,0.158671587,0.240704633,0.092565841
3.95,0.041365299,0.079298513,0.149511401,0.034007491,0.015157404,0.158671587,0.24339407,0.092899211
3.96,0.041202763,0.080060999,0.149185668,0.033907616,0.016323358,0.158671587,0.247428226,0.093788199
3.97,0.04095896,0.080823485,0.15276873,0.033857678,0.017489312,0.158671587,0.246083507,0.094899433
3.98,0.042259244,0.08158597,0.153094463,0.03380774,0.017800233,0.158671587,0.244738788,0.095788421
3.99,0.04315319,0.083110942,0.153420195,0.033757803,0.018577536,0.158671587,0.239359914,0.096344038
4,0.045022349,0.084635913,0.151791531,0.033757803,0.018810727,0.158671587,0.238015195,0.097899767
4.01,0.045428688,0.08692337,0.152117264,0.033707865,0.019199378,0.158671587,0.238015195,0.100344483
4.02,0.046403901,0.087685856,0.151140065,0.03360799,0.019354839,0.158671587,0.238015195,0.101344594
4.03,0.04681024,0.087685856,0.150488599,0.033458177,0.019510299,0.158671587,0.238015195,0.101566841
4.04,0.047379114,0.087685856,0.150162866,0.033358302,0.019432569,0.158671587,0.236670477,0.101677964
4.05,0.047785453,0.088448342,0.149511401,0.032759051,0.019432569,0.158671587,0.23398104,0.103567063
4.06,0.04827306,0.088448342,0.148859935,0.030561798,0.019432569,0.158671587,0.235325758,0.10667852
4.07,0.049573344,0.089210827,0.148859935,0.026317104,0.01958803,0.158671587,0.235325758,0.10701189
4.08,0.049410809,0.089210827,0.149511401,0.024519351,0.019510299,0.159594096,0.236670477,0.108012001
4.09,0.050223486,0.089973313,0.150814332,0.024219725,0.01966576,0.160516605,0.236670477,0.109345483
4.1,0.050792361,0.089973313,0.151791531,0.023970038,0.01966576,0.160516605,0.238015195,0.109678853
4.11,0.051279968,0.090735799,0.152117264,0.02247191,0.01974349,0.154059041,0.24339407,0.110123347
4.12,0.051605039,0.090735799,0.150488599,0.020574282,0.01974349,0.145756458,0.242049351,0.110123347
4.13,0.05266152,0.093023256,0.151791531,0.017827715,0.019898951,0.144833948,0.238015195,0.112234693
4.14,0.05266152,0.093785742,0.153420195,0.017827715,0.020287602,0.151291513,0.242049351,0.113345927
4.15,0.053474198,0.094548227,0.15276873,0.019225968,0.020287602,0.149446495,0.242049351,0.112234693
4.16,0.053961804,0.094548227,0.153745928,0.019825219,0.020365332,0.158671587,0.242049351,0.112234693
4.17,0.054449411,0.093785742,0.154071661,0.021822722,0.020520793,0.166051661,0.24339407,0.112234693
4.18,0.055424624,0.094548227,0.153745928,0.022172285,0.020909444,0.164206642,0.246083507,0.113345927
4.19,0.05631857,0.093785742,0.158631922,0.022571785,0.020909444,0.157749078,0.255496537,0.113345927
4.2,0.057212515,0.093023256,0.159283388,0.02411985,0.021142635,0.15498155,0.255496537,0.112234693
4.21,0.057212515,0.093023256,0.160912052,0.030661673,0.02238632,0.15498155,0.258185975,0.111123458
4.22,0.058106461,0.091498284,0.161237785,0.03340824,0.022774971,0.151291513,0.259530693,0.110456717
4.23,0.057943925,0.090735799,0.161237785,0.035805243,0.022852701,0.148523985,0.260875412,0.105233915
4.24,0.058025193,0.089210827,0.160912052,0.038401998,0.022930431,0.140221402,0.260875412,0.104678298
4.25,0.05778139,0.087685856,0.159934853,0.042147316,0.023008162,0.135608856,0.26222013,0.103567063
4.26,0.056481105,0.086160885,0.152117264,0.044444444,0.023008162,0.133763838,0.251462382,0.103567063
4.27,0.056237302,0.084635913,0.152442997,0.045443196,0.023474543,0.13099631,0.24339407,0.103678187
4.28,0.056237302,0.083873427,0.15504886,0.045792759,0.023630004,0.129151292,0.24339407,0.103567063
4.29,0.056399838,0.083873427,0.15732899,0.045942572,0.023630004,0.129151292,0.23398104,0.102789199
4.3,0.056074766,0.082348456,0.156026059,0.046092385,0.023707734,0.131918819,0.231291602,0.10123347
4.31,0.056399838,0.077773542,0.158306189,0.046541823,0.023707734,0.135608856,0.232636321,0.098899878
4.32,0.056237302,0.077011056,0.158957655,0.047340824,0.023863195,0.137453875,0.238015195,0.098344261
4.33,0.055912231,0.072588639,0.161563518,0.048539326,0.023940925,0.137453875,0.238015195,0.096899656
4.34,0.055830963,0.070148685,0.161889251,0.048888889,0.024096386,0.134686347,0.239359914,0.096788532
4.35,0.055912231,0.068318719,0.161889251,0.05093633,0.024096386,0.133763838,0.238015195,0.096677409
4.36,0.056237302,0.067556233,0.161563518,0.051435705,0.024174116,0.133763838,0.23398104,0.096344038
4.37,0.055668428,0.066869996,0.164169381,0.052434457,0.024251846,0.133763838,0.231291602,0.096010668
4.38,0.055343356,0.064353793,0.163843648,0.053932584,0.024174116,0.133763838,0.236670477,0.095677298
4.39,0.054611946,0.063133816,0.166449511,0.05443196,0.024174116,0.133763838,0.235325758,0.093677075
4.4,0.054611946,0.062142585,0.167100977,0.05443196,0.024251846,0.133763838,0.235325758,0.091343483
4.41,0.054693214,0.060312619,0.171335505,0.05443196,0.024251846,0.133763838,0.238015195,0.08900989
4.42,0.054205608,0.059092642,0.174918567,0.054931336,0.024562767,0.133763838,0.240704633,0.086231804
4.43,0.053149126,0.058101411,0.176547231,0.054931336,0.024718228,0.133763838,0.244738788,0.085009446
4.44,0.052824055,0.058025162,0.178501629,0.054931336,0.024329576,0.133763838,0.244738788,0.084898322
4.45,0.052255181,0.057643919,0.179153095,0.054931336,0.023863195,0.133763838,0.242049351,0.084564952
4.46,0.051361235,0.056500191,0.17980456,0.054931336,0.023085892,0.133763838,0.238015195,0.083787088
4.47,0.050954896,0.055737705,0.177198697,0.054931336,0.022230859,0.133763838,0.240704633,0.082675853
4.48,0.04973588,0.054746474,0.177198697,0.055430712,0.021997668,0.133763838,0.24339407,0.081786865
4.49,0.049167005,0.051696531,0.176872964,0.055930087,0.021453556,0.133763838,0.244738788,0.081453495
4.5,0.048598131,0.049485322,0.179478827,0.055930087,0.021220365,0.133763838,0.250117663,0.080120013
4.51,0.048354328,0.045367899,0.181107492,0.055930087,0.020987175,0.133763838,0.250117663,0.07711968
4.52,0.04754165,0.044605414,0.183387622,0.056429463,0.020909444,0.133763838,0.248772944,0.076008445
4.53,0.047135311,0.044147922,0.184364821,0.056429463,0.020676253,0.133763838,0.248772944,0.076119569
4.54,0.046485169,0.043537934,0.18534202,0.056928839,0.020676253,0.133763838,0.250117663,0.076341816
4.55,0.046160098,0.042775448,0.18534202,0.056928839,0.020753984,0.133763838,0.250117663,0.073674853
4.56,0.045753759,0.042470454,0.186319218,0.056928839,0.020831714,0.133763838,0.248772944,0.069007668
4.57,0.04461601,0.040792985,0.191856678,0.056928839,0.020753984,0.133763838,0.254151819,0.068340927
4.58,0.045022349,0.040259245,0.192508143,0.056928839,0.020676253,0.133763838,0.254151819,0.066896322
4.59,0.044534742,0.039878002,0.192833876,0.057428215,0.020676253,0.131918819,0.255496537,0.064562729
4.6,0.0438846,0.038505528,0.193159609,0.057428215,0.020753984,0.124538745,0.254151819,0.064118235
4.61,0.0438846,0.037285551,0.196742671,0.057927591,0.020753984,0.119926199,0.250117663,0.064229359
4.62,0.044697278,0.036370568,0.199348534,0.057927591,0.020753984,0.114391144,0.254151819,0.062895877
4.63,0.044209671,0.029813191,0.199022801,0.057927591,0.020520793,0.108856089,0.254151819,0.058450939
4.64,0.04461601,0.026839497,0.198045603,0.057927591,0.020209872,0.097785978,0.247428226,0.053783754
4.65,0.043803332,0.021959588,0.198697068,0.057428215,0.020287602,0.096863469,0.248772944,0.05300589
4.66,0.043559529,0.020510865,0.198697068,0.056928839,0.020209872,0.078228782,0.248772944,0.05300589
4.67,0.04315319,0.018833397,0.198371336,0.056429463,0.020054411,0.056457565,0.248772944,0.051783532
4.68,0.042177976,0.016698437,0.197394137,0.055930087,0.01966576,0.053228782,0.244738788,0.050894544
4.69,0.041040228,0.014182234,0.191205212,0.055930087,0.01982122,0.053228782,0.235325758,0.049449939
4.7,0.040633889,0.013648494,0.195765472,0.054931336,0.01958803,0.053228782,0.240704633,0.048560951
4.71,0.040390085,0.01280976,0.194788274,0.051435705,0.018188885,0.053136531,0.240704633,0.048116457
4.72,0.039089801,0.012199771,0.193811075,0.049787765,0.017722503,0.053228782,0.236670477,0.047005223
4.73,0.03949614,0.012123523,0.195765472,0.048339576,0.017722503,0.053321033,0.235325758,0.046449606
4.74,0.039333604,0.011971026,0.196742671,0.046691636,0.017644773,0.053413284,0.235325758,0.046116235
4.75,0.039577408,0.011818528,0.199348534,0.043445693,0.017567042,0.053413284,0.235325758,0.046116235
4.76,0.042909386,0.011818528,0.200651466,0.041098627,0.017567042,0.053413284,0.240704633,0.045005001
4.77,0.044697278,0.011513534,0.199674267,0.04,0.01702293,0.053505535,0.240704633,0.04467163
4.78,0.04461601,0.011513534,0.19771987,0.039600499,0.017100661,0.053413284,0.239359914,0.043893766
4.79,0.044209671,0.011437286,0.194462541,0.039450687,0.01702293,0.053228782,0.239359914,0.043449272
4.8,0.043965868,0.011666031,0.196742671,0.039300874,0.01702293,0.044095941,0.238015195,0.043115902
4.81,0.046647704,0.01120854,0.193811075,0.038801498,0.0169452,0.030719557,0.238015195,0.041893544
4.82,0.050386022,0.011513534,0.193159609,0.03835206,0.016712009,0.025645757,0.232636321,0.042226914
4.83,0.050711093,0.011513534,0.192508143,0.037702871,0.016712009,0.025276753,0.231291602,0.042560285
4.84,0.051442503,0.011437286,0.191856678,0.037652934,0.016712009,0.024261993,0.231291602,0.042782531
4.85,0.051036164,0.011361037,0.191856678,0.03505618,0.01686747,0.023247233,0.231291602,0.042115791
4.86,0.050873629,0.011437286,0.191856678,0.034656679,0.016634279,0.023247233,0.231291602,0.043338149
4.87,0.050711093,0.011589783,0.193485342,0.033158552,0.016634279,0.02297048,0.232636321,0.043338149
4.88,0.05046729,0.011666031,0.196742671,0.030611735,0.016634279,0.02297048,0.225912728,0.043560396
4.89,0.050386022,0.01174228,0.194136808,0.031260924,0.016634279,0.023247233,0.224568009,0.043560396
4.9,0.050223486,0.011589783,0.192833876,0.032259675,0.016712009,0.023247233,0.221878572,0.043449272
4.91,0.050548558,0.011589783,0.188925081,0.032908864,0.01686747,0.023339483,0.219189135,0.043560396
4.92,0.051605039,0.011589783,0.184690554,0.033508115,0.016556549,0.022878229,0.21381026,0.043338149
4.93,0.051848842,0.011894777,0.183387622,0.033308365,0.016245628,0.02297048,0.209776104,0.043560396
4.94,0.052255181,0.011894777,0.180130293,0.033358302,0.016323358,0.02297048,0.207086667,0.043449272
4.95,0.052255181,0.012199771,0.180130293,0.033058677,0.016245628,0.022785978,0.207086667,0.043338149
4.96,0.052417716,0.012123523,0.179478827,0.033058677,0.016245628,0.022785978,0.205741949,0.043115902
4.97,0.052336449,0.012047274,0.178501629,0.033058677,0.016245628,0.022785978,0.201707793,0.042782531
4.98,0.052336449,0.011894777,0.178501629,0.032359551,0.017100661,0.022878229,0.197673637,0.042671408
4.99,0.052173913,0.011894777,0.178175896,0.032059925,0.017178391,0.02297048,0.196328918,0.042226914
5,0.051117432,0.011513534,0.175570033,0.032009988,0.017100661,0.02297048,0.188260607,0.04111568
5.01,0.051117432,0.011513534,0.174267101,0.031910112,0.017178391,0.02297048,0.186915888,0.04111568
5.02,0.051036164,0.011513534,0.176547231,0.031360799,0.017333852,0.022785978,0.197673637,0.040560062
5.03,0.0511987,0.011132291,0.182736156,0.030711611,0.017567042,0.022785978,0.240704633,0.039337704
5.04,0.051279968,0.010903546,0.184690554,0.030411985,0.018499806,0.022878229,0.244738788,0.03855984
5.05,0.051279968,0.010827297,0.18534202,0.030411985,0.018499806,0.022878229,0.244738788,0.03855984
5.06,0.0511987,0.010903546,0.184364821,0.030411985,0.018577536,0.023523985,0.244738788,0.039782198
5.07,0.050954896,0.010903546,0.177198697,0.030362047,0.018577536,0.025369004,0.239359914,0.039782198
5.08,0.050548558,0.010903546,0.179478827,0.029962547,0.018577536,0.036439114,0.239359914,0.039782198
5.09,0.050304754,0.010979794,0.179478827,0.029213483,0.018499806,0.038191882,0.240704633,0.039337704
5.1,0.050060951,0.011056043,0.17752443,0.02906367,0.018499806,0.038560886,0.242049351,0.039226581
5.11,0.049492076,0.012123523,0.173615635,0.028614232,0.018888457,0.042158672,0.242049351,0.038670963
5.12,0.048679399,0.013495997,0.173615635,0.028264669,0.019121648,0.049538745,0.244738788,0.039893322
5.13,0.048760666,0.013800991,0.173941368,0.027965044,0.019277108,0.050922509,0.248772944,0.040226692
5.14,0.048354328,0.013800991,0.169055375,0.027915106,0.019354839,0.117158672,0.250117663,0.040226692
